,nodes,techs,carriers,Value,source_model
2,netherlands,electrolyser,hydrogen,7905.881289166636,results_plan_cluster_2015_2010_weights_1_9.netcdf
3,netherlands,electrolyser,power,12162.894291025592,results_plan_cluster_2015_2010_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2015_2010_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2015_2010_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2015_2010_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2010_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27131.20383435245,results_plan_cluster_2015_2010_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2010_weights_1_9.netcdf
10,netherlands,solar,power,43553.63567970846,results_plan_cluster_2015_2010_weights_1_9.netcdf
0,netherlands,battery,power,2336.031815927281,results_plan_cluster_2015_2010_weights_9_1.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2015_2010_weights_9_1.netcdf
2,netherlands,electrolyser,hydrogen,7898.714761585863,results_plan_cluster_2015_2010_weights_9_1.netcdf
3,netherlands,electrolyser,power,12151.86886397825,results_plan_cluster_2015_2010_weights_9_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28213.00543961341,results_plan_cluster_2015_2010_weights_9_1.netcdf
5,netherlands,h2_elec_conversion,power,15799.283046183511,results_plan_cluster_2015_2010_weights_9_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28213.00543961341,results_plan_cluster_2015_2010_weights_9_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2010_weights_9_1.netcdf
8,netherlands,offshore_wind,power,27169.538164889742,results_plan_cluster_2015_2010_weights_9_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2010_weights_9_1.netcdf
10,netherlands,solar,power,43478.43226973736,results_plan_cluster_2015_2010_weights_9_1.netcdf
0,netherlands,battery,power,3422.6430277723284,results_plan_cluster_2015_2011_weights_1_9.netcdf
1,netherlands,demand_power,power,18548.0,results_plan_cluster_2015_2011_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7924.733277739186,results_plan_cluster_2015_2011_weights_1_9.netcdf
3,netherlands,electrolyser,power,12191.897350367977,results_plan_cluster_2015_2011_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27123.12765241314,results_plan_cluster_2015_2011_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15188.95148535136,results_plan_cluster_2015_2011_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27123.12765241314,results_plan_cluster_2015_2011_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2011_weights_1_9.netcdf
8,netherlands,offshore_wind,power,22060.643310796968,results_plan_cluster_2015_2011_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2011_weights_1_9.netcdf
10,netherlands,solar,power,46983.104482013594,results_plan_cluster_2015_2011_weights_1_9.netcdf
0,netherlands,battery,power,3430.7381869310357,results_plan_cluster_2015_2012_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2015_2012_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7362.830542871851,results_plan_cluster_2015_2012_weights_1_9.netcdf
3,netherlands,electrolyser,power,11327.431604418232,results_plan_cluster_2015_2012_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27118.97299400894,results_plan_cluster_2015_2012_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15186.624876645006,results_plan_cluster_2015_2012_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27118.97299400894,results_plan_cluster_2015_2012_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2012_weights_1_9.netcdf
8,netherlands,offshore_wind,power,24968.90419373898,results_plan_cluster_2015_2012_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2012_weights_1_9.netcdf
10,netherlands,solar,power,43498.530907874854,results_plan_cluster_2015_2012_weights_1_9.netcdf
0,netherlands,battery,power,1975.7411536452214,results_plan_cluster_2015_2013_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2015_2013_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7705.912792037928,results_plan_cluster_2015_2013_weights_1_9.netcdf
3,netherlands,electrolyser,power,11855.250449289118,results_plan_cluster_2015_2013_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27539.633976842888,results_plan_cluster_2015_2013_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15422.195027032018,results_plan_cluster_2015_2013_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27539.633976842888,results_plan_cluster_2015_2013_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2013_weights_1_9.netcdf
8,netherlands,offshore_wind,power,23981.389891432987,results_plan_cluster_2015_2013_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2013_weights_1_9.netcdf
10,netherlands,solar,power,43890.125354606964,results_plan_cluster_2015_2013_weights_1_9.netcdf
0,netherlands,battery,power,5057.439521616562,results_plan_cluster_2015_2014_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2015_2014_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8369.866982689291,results_plan_cluster_2015_2014_weights_1_9.netcdf
3,netherlands,electrolyser,power,12876.718434906601,results_plan_cluster_2015_2014_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26808.606052371455,results_plan_cluster_2015_2014_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15012.819389328017,results_plan_cluster_2015_2014_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26808.606052371455,results_plan_cluster_2015_2014_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2014_weights_1_9.netcdf
8,netherlands,offshore_wind,power,21935.36890661782,results_plan_cluster_2015_2014_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2014_weights_1_9.netcdf
10,netherlands,solar,power,54070.502877127285,results_plan_cluster_2015_2014_weights_1_9.netcdf
0,netherlands,battery,power,3435.7673555483907,results_plan_cluster_2015_2016_weights_1_9.netcdf
1,netherlands,demand_power,power,18192.0,results_plan_cluster_2015_2016_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7363.45540704629,results_plan_cluster_2015_2016_weights_1_9.netcdf
3,netherlands,electrolyser,power,11328.392933917368,results_plan_cluster_2015_2016_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27116.39188630585,results_plan_cluster_2015_2016_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15185.179456331278,results_plan_cluster_2015_2016_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27116.39188630585,results_plan_cluster_2015_2016_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2016_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26775.679585903355,results_plan_cluster_2015_2016_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2016_weights_1_9.netcdf
10,netherlands,solar,power,47406.781189498186,results_plan_cluster_2015_2016_weights_1_9.netcdf
0,netherlands,battery,power,3429.5930548019687,results_plan_cluster_2015_2017_weights_1_9.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2015_2017_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7991.383858906639,results_plan_cluster_2015_2017_weights_1_9.netcdf
3,netherlands,electrolyser,power,12294.436706010212,results_plan_cluster_2015_2017_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27119.56070732386,results_plan_cluster_2015_2017_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15186.953996101363,results_plan_cluster_2015_2017_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27119.56070732386,results_plan_cluster_2015_2017_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2017_weights_1_9.netcdf
8,netherlands,offshore_wind,power,24557.504873294347,results_plan_cluster_2015_2017_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2017_weights_1_9.netcdf
10,netherlands,solar,power,44744.87636541539,results_plan_cluster_2015_2017_weights_1_9.netcdf
0,netherlands,battery,power,3429.706304608274,results_plan_cluster_2015_2018_weights_1_9.netcdf
1,netherlands,demand_power,power,18063.0,results_plan_cluster_2015_2018_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7508.10202247115,results_plan_cluster_2015_2018_weights_1_9.netcdf
3,netherlands,electrolyser,power,11550.926188417154,results_plan_cluster_2015_2018_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27119.502584407393,results_plan_cluster_2015_2018_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15186.921447268141,results_plan_cluster_2015_2018_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27119.502584407393,results_plan_cluster_2015_2018_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2018_weights_1_9.netcdf
8,netherlands,offshore_wind,power,24598.190914820796,results_plan_cluster_2015_2018_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2018_weights_1_9.netcdf
10,netherlands,solar,power,41327.99265221679,results_plan_cluster_2015_2018_weights_1_9.netcdf
0,netherlands,battery,power,1469.5741081733286,results_plan_cluster_2015_2019_weights_1_9.netcdf
1,netherlands,demand_power,power,18020.0,results_plan_cluster_2015_2019_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7110.063839453812,results_plan_cluster_2015_2019_weights_1_9.netcdf
3,netherlands,electrolyser,power,10938.559753005864,results_plan_cluster_2015_2019_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27684.00273211434,results_plan_cluster_2015_2019_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15503.041529984032,results_plan_cluster_2015_2019_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27684.00273211434,results_plan_cluster_2015_2019_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2015_2019_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26792.350079847503,results_plan_cluster_2015_2019_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2015_2019_weights_1_9.netcdf
10,netherlands,solar,power,35530.31777491022,results_plan_cluster_2015_2019_weights_1_9.netcdf
0,netherlands,battery,power,2350.1908341173616,results_plan_cluster_2016_2010_weights_1_9.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2016_2010_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7512.220878091569,results_plan_cluster_2016_2010_weights_1_9.netcdf
3,netherlands,electrolyser,power,11557.262889371643,results_plan_cluster_2016_2010_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2016_2010_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2016_2010_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2016_2010_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2010_weights_1_9.netcdf
8,netherlands,offshore_wind,power,31049.63635386437,results_plan_cluster_2016_2010_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2010_weights_1_9.netcdf
10,netherlands,solar,power,44905.82850648072,results_plan_cluster_2016_2010_weights_1_9.netcdf
0,netherlands,battery,power,2350.1791934535327,results_plan_cluster_2016_2010_weights_9_1.netcdf
1,netherlands,demand_power,power,18950.0,results_plan_cluster_2016_2010_weights_9_1.netcdf
2,netherlands,electrolyser,hydrogen,7507.234098330565,results_plan_cluster_2016_2010_weights_9_1.netcdf
3,netherlands,electrolyser,power,11549.59092050856,results_plan_cluster_2016_2010_weights_9_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,28208.571428571424,results_plan_cluster_2016_2010_weights_9_1.netcdf
5,netherlands,h2_elec_conversion,power,15796.8,results_plan_cluster_2016_2010_weights_9_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,28208.571428571424,results_plan_cluster_2016_2010_weights_9_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2010_weights_9_1.netcdf
8,netherlands,offshore_wind,power,31087.27450024378,results_plan_cluster_2016_2010_weights_9_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2010_weights_9_1.netcdf
10,netherlands,solar,power,44789.00112302335,results_plan_cluster_2016_2010_weights_9_1.netcdf
0,netherlands,battery,power,3575.2559600941163,results_plan_cluster_2016_2011_weights_1_9.netcdf
1,netherlands,demand_power,power,18548.0,results_plan_cluster_2016_2011_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7116.579955466049,results_plan_cluster_2016_2011_weights_1_9.netcdf
3,netherlands,electrolyser,power,10948.584546870843,results_plan_cluster_2016_2011_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26830.34429210024,results_plan_cluster_2016_2011_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15024.992803576135,results_plan_cluster_2016_2011_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26830.34429210024,results_plan_cluster_2016_2011_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2011_weights_1_9.netcdf
8,netherlands,offshore_wind,power,29827.931103127314,results_plan_cluster_2016_2011_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2011_weights_1_9.netcdf
10,netherlands,solar,power,42776.46951548777,results_plan_cluster_2016_2011_weights_1_9.netcdf
0,netherlands,battery,power,3008.002198811594,results_plan_cluster_2016_2012_weights_1_9.netcdf
1,netherlands,demand_power,power,18797.0,results_plan_cluster_2016_2012_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,8367.892037494728,results_plan_cluster_2016_2012_weights_1_9.netcdf
3,netherlands,electrolyser,power,12873.680057684198,results_plan_cluster_2016_2012_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26991.49559191113,results_plan_cluster_2016_2012_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15115.237531470235,results_plan_cluster_2016_2012_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26991.49559191113,results_plan_cluster_2016_2012_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2012_weights_1_9.netcdf
8,netherlands,offshore_wind,power,30687.517483465712,results_plan_cluster_2016_2012_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2012_weights_1_9.netcdf
10,netherlands,solar,power,47026.94334484997,results_plan_cluster_2016_2012_weights_1_9.netcdf
0,netherlands,battery,power,3745.5935482346918,results_plan_cluster_2016_2013_weights_1_9.netcdf
1,netherlands,demand_power,power,18448.0,results_plan_cluster_2016_2013_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7025.859941750495,results_plan_cluster_2016_2013_weights_1_9.netcdf
3,netherlands,electrolyser,power,10809.015295000761,results_plan_cluster_2016_2013_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26786.9112251191,results_plan_cluster_2016_2013_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15000.670286066697,results_plan_cluster_2016_2013_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26786.9112251191,results_plan_cluster_2016_2013_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2013_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27936.52370707458,results_plan_cluster_2016_2013_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2013_weights_1_9.netcdf
10,netherlands,solar,power,46924.79280352986,results_plan_cluster_2016_2013_weights_1_9.netcdf
0,netherlands,battery,power,3077.7457063867887,results_plan_cluster_2016_2014_weights_1_9.netcdf
1,netherlands,demand_power,power,18890.0,results_plan_cluster_2016_2014_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7480.8207351812425,results_plan_cluster_2016_2014_weights_1_9.netcdf
3,netherlands,electrolyser,power,11508.95497720191,results_plan_cluster_2016_2014_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26982.712978344734,results_plan_cluster_2016_2014_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15110.319267873052,results_plan_cluster_2016_2014_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26982.712978344734,results_plan_cluster_2016_2014_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2014_weights_1_9.netcdf
8,netherlands,offshore_wind,power,26948.142898676375,results_plan_cluster_2016_2014_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2014_weights_1_9.netcdf
10,netherlands,solar,power,47749.26597625478,results_plan_cluster_2016_2014_weights_1_9.netcdf
0,netherlands,battery,power,3437.1749899585175,results_plan_cluster_2016_2015_weights_1_9.netcdf
1,netherlands,demand_power,power,18192.0,results_plan_cluster_2016_2015_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7362.58653901109,results_plan_cluster_2016_2015_weights_1_9.netcdf
3,netherlands,electrolyser,power,11327.056213863218,results_plan_cluster_2016_2015_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,27115.669449598012,results_plan_cluster_2016_2015_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,15184.774891774889,results_plan_cluster_2016_2015_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,27115.669449598012,results_plan_cluster_2016_2015_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2015_weights_1_9.netcdf
8,netherlands,offshore_wind,power,27281.38528138528,results_plan_cluster_2016_2015_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2015_weights_1_9.netcdf
10,netherlands,solar,power,46355.52290846409,results_plan_cluster_2016_2015_weights_1_9.netcdf
0,netherlands,battery,power,4704.616602898009,results_plan_cluster_2016_2017_weights_1_1.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2016_2017_weights_1_1.netcdf
2,netherlands,electrolyser,hydrogen,7149.550032383219,results_plan_cluster_2016_2017_weights_1_1.netcdf
3,netherlands,electrolyser,power,10999.307742128029,results_plan_cluster_2016_2017_weights_1_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.9893102167,results_plan_cluster_2016_2017_weights_1_1.netcdf
5,netherlands,h2_elec_conversion,power,14896.554013721354,results_plan_cluster_2016_2017_weights_1_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.9893102167,results_plan_cluster_2016_2017_weights_1_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2017_weights_1_1.netcdf
8,netherlands,offshore_wind,power,28634.573469966293,results_plan_cluster_2016_2017_weights_1_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2017_weights_1_1.netcdf
10,netherlands,solar,power,46871.77812111722,results_plan_cluster_2016_2017_weights_1_1.netcdf
0,netherlands,battery,power,4704.87576807896,results_plan_cluster_2016_2017_weights_1_3.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2016_2017_weights_1_3.netcdf
2,netherlands,electrolyser,hydrogen,7151.134269515166,results_plan_cluster_2016_2017_weights_1_3.netcdf
3,netherlands,electrolyser,power,11001.745030023332,results_plan_cluster_2016_2017_weights_1_3.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.92405965189,results_plan_cluster_2016_2017_weights_1_3.netcdf
5,netherlands,h2_elec_conversion,power,14896.51747340506,results_plan_cluster_2016_2017_weights_1_3.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.92405965189,results_plan_cluster_2016_2017_weights_1_3.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2017_weights_1_3.netcdf
8,netherlands,offshore_wind,power,28629.470560802663,results_plan_cluster_2016_2017_weights_1_3.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2017_weights_1_3.netcdf
10,netherlands,solar,power,46879.22894960826,results_plan_cluster_2016_2017_weights_1_3.netcdf
0,netherlands,battery,power,4704.874944765987,results_plan_cluster_2016_2017_weights_1_5.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2016_2017_weights_1_5.netcdf
2,netherlands,electrolyser,hydrogen,7150.957891103504,results_plan_cluster_2016_2017_weights_1_5.netcdf
3,netherlands,electrolyser,power,11001.473678620776,results_plan_cluster_2016_2017_weights_1_5.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.920911791232,results_plan_cluster_2016_2017_weights_1_5.netcdf
5,netherlands,h2_elec_conversion,power,14896.515710603091,results_plan_cluster_2016_2017_weights_1_5.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.920911791232,results_plan_cluster_2016_2017_weights_1_5.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2017_weights_1_5.netcdf
8,netherlands,offshore_wind,power,28631.27618387772,results_plan_cluster_2016_2017_weights_1_5.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2017_weights_1_5.netcdf
10,netherlands,solar,power,46879.04125045065,results_plan_cluster_2016_2017_weights_1_5.netcdf
0,netherlands,battery,power,4704.667818705204,results_plan_cluster_2016_2017_weights_1_7.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2016_2017_weights_1_7.netcdf
2,netherlands,electrolyser,hydrogen,7150.086707688575,results_plan_cluster_2016_2017_weights_1_7.netcdf
3,netherlands,electrolyser,power,11000.133396443962,results_plan_cluster_2016_2017_weights_1_7.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.97145002002,results_plan_cluster_2016_2017_weights_1_7.netcdf
5,netherlands,h2_elec_conversion,power,14896.544012011213,results_plan_cluster_2016_2017_weights_1_7.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.97145002002,results_plan_cluster_2016_2017_weights_1_7.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2017_weights_1_7.netcdf
8,netherlands,offshore_wind,power,28636.2132997894,results_plan_cluster_2016_2017_weights_1_7.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2017_weights_1_7.netcdf
10,netherlands,solar,power,46873.007784854795,results_plan_cluster_2016_2017_weights_1_7.netcdf
0,netherlands,battery,power,4704.669554137444,results_plan_cluster_2016_2017_weights_1_9.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2016_2017_weights_1_9.netcdf
2,netherlands,electrolyser,hydrogen,7150.104892770251,results_plan_cluster_2016_2017_weights_1_9.netcdf
3,netherlands,electrolyser,power,11000.161373492694,results_plan_cluster_2016_2017_weights_1_9.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.97084483262,results_plan_cluster_2016_2017_weights_1_9.netcdf
5,netherlands,h2_elec_conversion,power,14896.543673106267,results_plan_cluster_2016_2017_weights_1_9.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.97084483262,results_plan_cluster_2016_2017_weights_1_9.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2017_weights_1_9.netcdf
8,netherlands,offshore_wind,power,28636.268864930873,results_plan_cluster_2016_2017_weights_1_9.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2017_weights_1_9.netcdf
10,netherlands,solar,power,46873.04945164154,results_plan_cluster_2016_2017_weights_1_9.netcdf
0,netherlands,battery,power,4705.081114264271,results_plan_cluster_2016_2017_weights_3_1.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2016_2017_weights_3_1.netcdf
2,netherlands,electrolyser,hydrogen,7152.515361191748,results_plan_cluster_2016_2017_weights_3_1.netcdf
3,netherlands,electrolyser,power,11003.869786448842,results_plan_cluster_2016_2017_weights_3_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.859081688952,results_plan_cluster_2016_2017_weights_3_1.netcdf
5,netherlands,h2_elec_conversion,power,14896.481085745814,results_plan_cluster_2016_2017_weights_3_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.859081688952,results_plan_cluster_2016_2017_weights_3_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2017_weights_3_1.netcdf
8,netherlands,offshore_wind,power,28632.50868075659,results_plan_cluster_2016_2017_weights_3_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2017_weights_3_1.netcdf
10,netherlands,solar,power,46884.48339416506,results_plan_cluster_2016_2017_weights_3_1.netcdf
0,netherlands,battery,power,4705.115762050193,results_plan_cluster_2016_2017_weights_5_1.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2016_2017_weights_5_1.netcdf
2,netherlands,electrolyser,hydrogen,7152.8327500403075,results_plan_cluster_2016_2017_weights_5_1.netcdf
3,netherlands,electrolyser,power,11004.358076985089,results_plan_cluster_2016_2017_weights_5_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.84776174519,results_plan_cluster_2016_2017_weights_5_1.netcdf
5,netherlands,h2_elec_conversion,power,14896.474746577307,results_plan_cluster_2016_2017_weights_5_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.84776174519,results_plan_cluster_2016_2017_weights_5_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2017_weights_5_1.netcdf
8,netherlands,offshore_wind,power,28633.21132499423,results_plan_cluster_2016_2017_weights_5_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2017_weights_5_1.netcdf
10,netherlands,solar,power,46885.35255044858,results_plan_cluster_2016_2017_weights_5_1.netcdf
0,netherlands,battery,power,4705.160997727437,results_plan_cluster_2016_2017_weights_7_1.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2016_2017_weights_7_1.netcdf
2,netherlands,electrolyser,hydrogen,7153.104353116296,results_plan_cluster_2016_2017_weights_7_1.netcdf
3,netherlands,electrolyser,power,11004.775927871224,results_plan_cluster_2016_2017_weights_7_1.netcdf
4,netherlands,h2_elec_conversion,hydrogen,26600.83536633053,results_plan_cluster_2016_2017_weights_7_1.netcdf
5,netherlands,h2_elec_conversion,power,14896.4678051451,results_plan_cluster_2016_2017_weights_7_1.netcdf
6,netherlands,h2_salt_cavern,hydrogen,26600.83536633053,results_plan_cluster_2016_2017_weights_7_1.netcdf
7,netherlands,nuclear,power,1650.0,results_plan_cluster_2016_2017_weights_7_1.netcdf
8,netherlands,offshore_wind,power,28632.857354569172,results_plan_cluster_2016_2017_weights_7_1.netcdf
9,netherlands,onshore_wind,power,16000.0,results_plan_cluster_2016_2017_weights_7_1.netcdf
10,netherlands,solar,power,46886.60384793177,results_plan_cluster_2016_2017_weights_7_1.netcdf
0,netherlands,battery,power,4705.436726974508,results_plan_cluster_2016_2017_weights_9_1.netcdf
1,netherlands,demand_power,power,18439.0,results_plan_cluster_2016_2017_weights_9_1.netcdf
